Date,Time,Current Price,Volume,RSI,K,D,MA5,MA10,MA20,MACD,OSC,DIF,EMA12,EMA26,avg price
20210107,09:00,799,175.0,48.6,73.41333333333334,63.72444444444445,793.4,792.2,795.2,-0.6675783475783492,0.3696866096866034,-0.29789173789174583,793.516923076923,793.8148148148148,799.0
20210107,09:10,789,451.0,38.2,48.94222222222223,58.797037037037036,792.2,792.4,794.65,-0.6612926843126219,0.02514265306290908,-0.6361500312497128,792.8220118343195,793.4581618655692,791.7955271565495
20210107,09:20,788,474.0,37.5,32.62814814814815,50.074074074074076,791.8,792.2,794.05,-0.723772091334463,-0.24991762808736429,-0.9736897194218272,792.0801638598089,793.0538535792307,790.16
20210107,09:30,790,190.0,48.7,27.81270482603816,42.6536176580621,791.6,791.9,793.55,-0.7925183835443441,-0.2749851688395246,-1.0675035523838687,791.7601386506075,792.8276422029913,790.1364341085272
20210107,09:40,791,182.0,50.0,27.632712308267866,37.64664920813069,791.4,791.7,793.1,-0.8438281180843404,-0.20523893815998517,-1.0490670562443256,791.6431942428218,792.6922612990661,790.2432065217391
20210107,09:50,792,140.0,56.4,30.543020326724033,35.27877291432847,790.0,791.7,792.7,-0.8636415440848235,-0.07925370400193299,-0.9428952480867565,791.6980874362338,792.6409826843205,790.3957816377172
20210107,10:00,793,152.0,54.0,35.51352870266451,35.357024843773814,790.8,791.5,792.35,-0.844752211816395,0.07555732907371371,-0.7691948827426813,791.8983816768133,792.667576559556,790.6201814058957
20210107,10:10,796,398.0,54.0,47.91811004420058,39.54405324391607,792.4,792.1,792.15,-0.7528063414429622,0.3677834814937311,-0.38502285994923113,792.5293998803804,792.9144227403297,791.6105457909343
20210107,10:20,798,221.0,56.4,62.24843699916403,47.11218116233206,794.0,792.8,792.05,-0.5862653729458882,0.6661638739882958,0.07989850104240759,793.3710306680142,793.2911321669718,792.2031053294168
20210107,10:30,798,181.0,57.8,74.83229133277602,56.35221788581338,795.4,793.4,792.4,-0.38036377748242084,0.8236063818538695,0.4432426043714486,794.083179796012,793.6399371916406,792.6123244929797
20210107,10:40,806,983.0,62.7,83.22152755518401,65.30865444227025,798.2,794.1,793.15,-0.03208315182503596,1.3931225026295395,1.3610393508045036,795.9165367504718,794.5554973996673,796.3225260783761
20210107,10:50,802,255.0,64.2,80.48101837012267,70.36610908488773,800.0,795.4,793.9,0.3234359058894244,1.4220762308578414,1.7455121367472657,796.8524541734762,795.1069420367289,796.7033140452394
20210107,11:00,805,315.0,65.9,84.76512335785957,75.16578050921167,801.8,797.1,794.65,0.7119810481221284,1.554180568930816,2.266161617052944,798.1059227621722,795.8397611451193,797.3381102744717
20210107,11:10,803,220.0,62.2,82.70055842904924,77.67737314915753,802.8,798.4,795.15,1.067326541176557,1.421381972217715,2.488708513394272,798.858857721838,796.3701492084438,797.6253170394282
20210107,11:20,805,240.0,57.5,85.90293638859693,80.419227562304,804.2,799.8,795.75,1.412711518207153,1.381539908122385,2.794251426329538,799.8036488415553,797.0093974152257,798.012016604763
20210107,11:30,804,189.0,74.1,83.93529092573128,81.59124868344644,803.8,801.0,796.35,1.714573514277168,1.2074479842800603,2.9220214985572284,800.4492413274698,797.5272198289126,798.2494754511121
20210107,11:40,802,115.0,71.8,72.62352728382085,78.60200821690457,803.8,801.9,796.7,1.937515352653604,0.8917673535057431,2.829282706159347,800.6878195847821,797.8585368786228,798.3378406064331
20210107,11:50,802,185.0,70.0,65.08235152254723,74.09545598545212,803.2,802.5,797.3,2.094888596155873,0.6294929740090778,2.724381570164951,800.8896934948157,798.1653119246507,798.4715752072641
20210107,12:00,800,113.0,64.5,43.38823434836482,63.85971543975635,802.6,802.7,797.75,2.1662314424225806,0.28537138506682913,2.4516028274894097,800.7528175725364,798.301214745047,798.50492373045
20210107,12:10,798,99.0,59.3,28.925489565576544,52.21497348169641,801.2,802.7,798.05,2.1430660809483317,-0.09266144589699543,2.0504046350513363,800.3293071767615,798.2789025417102,798.495452823039
20210107,12:20,798,59.0,58.0,19.283659710384363,41.23786889125906,800.0,801.9,798.0,2.056994691221577,-0.34428555890701906,1.7127091323145578,799.9709522264906,798.258243094176,798.4899756417464
20210107,12:30,800,129.0,56.6,22.379582664065765,34.95177348219463,799.6,801.7,798.55,1.9632275510744204,-0.3750685605886257,1.5881589904857947,799.9754211147228,798.387262124237,798.5256128796194
20210107,12:40,802,272.0,56.6,33.96734082366289,34.623629262684055,799.6,801.4,799.25,1.8969865312844114,-0.26496407916003695,1.6320224521243745,800.2868947893809,798.6548723372565,798.6903102126176
20210107,12:50,803,166.0,58.0,50.4226716602197,39.88997672852927,800.2,801.4,799.9,1.86310161410887,-0.1355396687021646,1.7275619454067055,800.7042955910146,798.9767336456079,798.8114837398374
20210107,13:00,803,160.0,43.4,66.9484477734798,48.90946707684611,801.2,801.2,800.5,1.8470267931154232,-0.06429928397378637,1.7827275091416368,801.0574808847045,799.2747533755629,798.9219986807387
20210107,13:10,803,139.0,52.6,77.96563184898653,58.59485533422625,802.2,801.1,801.05,1.838747916372294,-0.03311550697251664,1.8056324093997773,801.3563299793653,799.5506975699656,799.0133806222796
20210107,13:20,802,538.0,41.1,78.64375456599102,65.2778217448145,802.6,801.1,801.5,1.8156440844555242,-0.09241532766708005,1.7232287567884441,801.4553561363862,799.7321273795977,799.2517430648272
20210108,09:00,808,345.0,61.9,85.762503043994,72.10604884454101,803.8,801.7,802.1,1.8760476744803527,0.2416143600993137,2.1176620345796664,802.462224423096,800.3445623885164,808.0
20210108,09:10,808,689.0,57.8,90.50833536266266,78.24014435058156,804.8,802.5,802.6,1.9813497506336877,0.4212083046133397,2.4025580552470274,803.3141898964659,800.9116318412189,808.0
20210108,09:20,814,1279.0,70.8,93.67222357510843,83.38417075875718,807.0,804.1,803.4,2.200483818087722,0.876536269816139,3.077020087903861,804.958160681625,801.8811405937212,811.3177691309987
20210108,09:30,828,1037.0,86.1,95.78148238340562,87.51660796697333,812.0,807.1,804.5,2.6978246781073523,1.9893634400785203,4.6871881181858726,808.5030590382981,803.8158709201123,816.4817910447762
20210108,09:40,827,1107.0,83.7,95.90560364021913,90.31293985805526,817.0,809.8,805.75,3.3213654321372017,2.4941630161193986,5.8155284482566,811.3487422631753,805.5332138149187,819.0942337895445
20210108,09:50,824,366.0,81.5,92.14219729860763,90.92269233823937,820.2,812.0,806.7,3.935885486629709,2.4580802179700276,6.3939657045997365,813.2950896073022,806.9011239027025,819.466514617458
20210108,10:00,822,498.0,81.5,87.06915717343072,89.63818061663649,823.0,813.9,807.65,4.471657873628789,2.143089547996322,6.614747421625111,814.6343065907942,808.019559169169,819.703627137756
